source,split,source_id,group_id,claim_text,fact_id,fact_text,label,manual_label,manual_note
TAT-QA,train,cdbfc2e3-1082-4a25-9324-2f0ba9e684e5,TAT-QA:cdbfc2e3-1082-4a25-9324-2f0ba9e684e5,What was the total value of non-current assets in 2019?,r4c2,subject=Total other assets - non-current；metric=Total other assets - non-current；period=30 June 2019 $'000；unit=；scope=TAT-QA,1,1,"与官方 gold 一致；claim 与 fact 词元重合 {2019, assets, current, non, total}"
TAT-QA,train,094181cb-546b-437e-a3c2-b77d205e4823,TAT-QA:094181cb-546b-437e-a3c2-b77d205e4823,What is the total revenues from Europe in 2019 and 2018 respectively?,r9c2,subject=Total Europe revenues；metric=Total Europe revenues；period=；unit=thousand；scope=TAT-QA,1,1,"与官方 gold 一致；claim 与 fact 词元重合 {europe, revenues, total}；元数据缺字段：period"
TAT-QA,train,9c0a2698-d8d9-40a5-8858-818bbbae2e20,TAT-QA:9c0a2698-d8d9-40a5-8858-818bbbae2e20,What was the expected life (years) in 2018?,r2c2,subject=Expected life (years)；metric=Expected life (years)；period=；unit=；scope=TAT-QA,1,1,"与官方 gold 一致；claim 与 fact 词元重合 {expected, life, years}；元数据缺字段：period"
TAT-QA,train,8f49def6-7c9b-4919-be12-b3a461fe3f71,TAT-QA:8f49def6-7c9b-4919-be12-b3a461fe3f71,What are the respective years that Nordic Apollo is built and delivered to NAT?,r4c3,subject=Nordic Cosmos；metric=Nordic Cosmos；period=Delivered to NAT in；unit=；scope=TAT-QA,1,1,"与官方 gold 一致；claim 与 fact 词元重合 {delivered, nat, nordic}"
TAT-QA,train,5416832e-7b00-454e-b5f1-a22dea0e456d,TAT-QA:5416832e-7b00-454e-b5f1-a22dea0e456d,"What are the Fiscal years, sorted in ascending order of Risk–free interest rate?",r1c2,"subject=；metric=；period=Year Ended June 30,；unit=；scope=TAT-QA",1,1,"与官方 gold 一致；答案单元格无字面重合，属 TAT-QA/FinQA 的推理型问答（需跨行计算），标签以官方 gold 为准；元数据缺字段：subject, metric"
TAT-QA,train,28a311c3-17fa-4a66-aca8-48b55c962212,TAT-QA:28a311c3-17fa-4a66-aca8-48b55c962212,In which year was Flextronics Technology less than 20.0%?,r2c3,subject=；metric=；period=；unit=；scope=TAT-QA,1,1,"与官方 gold 一致；答案单元格无字面重合，属 TAT-QA/FinQA 的推理型问答（需跨行计算），标签以官方 gold 为准；元数据缺字段：subject, metric, period"
TAT-QA,train,d246cebc-8f13-424b-a46c-7829f1c6f060,TAT-QA:d246cebc-8f13-424b-a46c-7829f1c6f060,What was the Stock compensation in 2018?,r9c2,subject=Stock compensation；metric=Stock compensation；period=；unit=；scope=TAT-QA,1,1,"与官方 gold 一致；claim 与 fact 词元重合 {compensation, stock}；元数据缺字段：period"
TAT-QA,train,e12a0712-0fcd-475e-8549-d3691d7c01f8,TAT-QA:e12a0712-0fcd-475e-8549-d3691d7c01f8,What is the total accrued liabilities as at 31 December 2018?,r5c2,"subject=Total accrued liabilities；metric=Total accrued liabilities；period=December 31, 2018；unit=thousand；scope=TAT-QA",1,1,"与官方 gold 一致；claim 与 fact 词元重合 {2018, 31, accrued, december, liabilities, total}"
TAT-QA,train,35a7e38e-4a38-4b2d-9b88-07e8af5f5316,TAT-QA:35a7e38e-4a38-4b2d-9b88-07e8af5f5316,What is the total derivate instruments for other liabilities?,r9c4,subject=Total derivative instruments .；metric=Total derivative instruments .；period=；unit=；scope=TAT-QA,1,1,"与官方 gold 一致；claim 与 fact 词元重合 {instruments, total}；元数据缺字段：period"
FinQA,train,JPM/2015/page_132.pdf-2,FinQA:JPM/2015/page_132.pdf-2,what was the percentage change in loans retained from 2014 to 2015?,r9c4,subject=total wholesale credit exposure；metric=total wholesale credit exposure；period=2014；unit=；scope=FinQA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {2014}
FinQA,train,BLK/2012/page_32.pdf-2,FinQA:BLK/2012/page_32.pdf-2,what is the growth in aum was driven by net new business as a percentage of alternative component changes in alternatives from 12/31/2012?,r1c4,subject=core；metric=core；period=market /fx app ( dep )；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
FinQA,train,MAS/2012/page_92.pdf-2,FinQA:MAS/2012/page_92.pdf-2,what was the percentage change in the company's warranty liability from 2011 to 2012?,r1c2,subject=balance at january 1；metric=balance at january 1；period=2011；unit=；scope=FinQA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {2011}
FinQA,train,C/2010/page_52.pdf-2,FinQA:C/2010/page_52.pdf-2,what percentage of revenue net of interest expense is due to non-interest revenue in 2010?,r6c5,subject=provision ( releases ) for unfunded lending commitments；metric=provision ( releases ) for unfunded lending commitments；period=% (  % ) change 2009 vs . 2008；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
FinQA,train,ORLY/2015/page_28.pdf-3,FinQA:ORLY/2015/page_28.pdf-3,how much greater was the five year return for the s&p 500 retail index compared to the s&p 500?,r1c2,"subject=o'reilly automotive inc .；metric=o'reilly automotive inc .；period=december 31 , 2011；unit=；scope=FinQA",0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
FinQA,train,AMAT/2015/page_14.pdf-3,FinQA:AMAT/2015/page_14.pdf-3,what is the growth rate in silicon systems from 2014 to 2015?,r2c3,subject=applied global services；metric=applied global services；period=；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期；元数据缺字段：period
FinQA,train,ECL/2017/page_57.pdf-1,FinQA:ECL/2017/page_57.pdf-1,what percent of the one-time transition tax is due in les than one year?,r6c1,subject=interest*；metric=interest*；period=total；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
FinQA,train,PKG/2009/page_63.pdf-3,FinQA:PKG/2009/page_63.pdf-3,what percentage of total minimum lease payments under non-cancelable operating leases with lease terms in excess of one year are due in 2012?,r4c1,subject=2013；metric=2013；period=( in thousands )；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
FinQA,train,JPM/2015/page_77.pdf-4,FinQA:JPM/2015/page_77.pdf-4,did jpmorgan chase outperform the s&p financial index?,r4c1,subject=s&p 500 index；metric=s&p 500 index；period=2010；unit=；scope=FinQA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {index}
FinQA,train,ZBH/2007/page_54.pdf-2,FinQA:ZBH/2007/page_54.pdf-2,what percentage of total contractual obligations is operating leases?,r5c5,subject=other long-term liabilities；metric=other long-term liabilities；period=2013 and thereafter；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
FinQA,train,BLK/2015/page_123.pdf-1,FinQA:BLK/2015/page_123.pdf-1,what percent of the fair value is in the carrying value?,r6c1,subject=1.25% ( 1.25 % ) notes due 2025；metric=1.25% ( 1.25 % ) notes due 2025；period=maturityamount；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
FinQA,train,CE/2016/page_88.pdf-1,FinQA:CE/2016/page_88.pdf-1,"if the tax controversy from softer is resolved favorably , what would the gross assets acquired be , in millions?",r10c1,subject=total debt ( note 14 )；metric=total debt ( note 14 )；period=as ofdecember 1 2016 ( in $ millions )；unit=；scope=FinQA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {millions}
FinQA,train,ADI/2010/page_50.pdf-2,FinQA:ADI/2010/page_50.pdf-2,what is the growth rate in the fair value of forward exchange contracts after a 10% ( 10 % ) unfavorable movement in foreign currency exchange rates asset from 2009 to 2010?,r3c1,subject=fair value of forward exchange contracts after a 10% ( 10 % ) favorable movement in foreign currency exchange rates liability；metric=fair value of forward exchange contracts after a 10% ( 10 % ) favorable movement in foreign currency exchange rates liability；period=october 30 2010；unit=；scope=FinQA,0,1,"与官方 gold 一致；claim 与 fact 词元重合 {10, 2010, after, contracts, currency, exchange}"
FinQA,train,AON/2015/page_43.pdf-3,FinQA:AON/2015/page_43.pdf-3,what was the percent of the change in the interest expense from 2014 to 2015,r6c2,subject=total ebitda；metric=total ebitda；period=2014；unit=；scope=FinQA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {2014}
FinQA,train,ZBH/2013/page_46.pdf-1,FinQA:ZBH/2013/page_46.pdf-1,what is the percent change in contract terminations from 2011 to 2012?,r3c3,subject=employee severance and retention including share-based compensation acceleration；metric=employee severance and retention including share-based compensation acceleration；period=2011；unit=；scope=FinQA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {2011}
FinQA,train,UNP/2010/page_30.pdf-2,FinQA:UNP/2010/page_30.pdf-2,"in millions , what is the average operating expenses from 2008-2010?",r1c1,subject=compensation and benefits；metric=compensation and benefits；period=2010；unit=；scope=FinQA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {2010}
FinQA,train,DISCA/2013/page_45.pdf-1,FinQA:DISCA/2013/page_45.pdf-1,what was the difference in millions of international subscribers between discovery channel and animal planet?,r5c1,subject=discovery home & health；metric=discovery home & health；period=internationalsubscribers ( millions ) 271；unit=；scope=FinQA,0,1,"与官方 gold 一致；claim 与 fact 词元重合 {discovery, millions}"
FinQA,train,MRK/2013/page_116.pdf-1,FinQA:MRK/2013/page_116.pdf-1,"considering the years 2012 and 2013 , what is the increase observed in the service cost?",r6c2,subject=curtailments；metric=curtailments；period=pension benefits 2012；unit=；scope=FinQA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {2012}
FinQA,train,IP/2018/page_83.pdf-3,FinQA:IP/2018/page_83.pdf-3,"considering the years 2016-2018 , what is the average value for settlements , in millions?",r7c2,subject=currency translation adjustment；metric=currency translation adjustment；period=2017；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
FinQA,train,AON/2015/page_50.pdf-3,FinQA:AON/2015/page_50.pdf-3,what was the ratio of the uk unrecognized actuarial gains and losses to the us in 2016,r2c2,subject=amortization period ( in years )；metric=amortization period ( in years )；period=u.s .；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
FinQA,train,RE/2010/page_138.pdf-2,FinQA:RE/2010/page_138.pdf-2,"in the 2010 , the company settled an audit agreement favorable . as a result of this favorable agreement , what might the balance be on december 1st?",r2c3,subject=additions based on tax positions related to the current year；metric=additions based on tax positions related to the current year；period=2008；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
FinQA,train,JPM/2010/page_187.pdf-2,FinQA:JPM/2010/page_187.pdf-2,what is the 2020 net derivative balance in billions?,r3c1,subject=trading liabilities 2013 debt and equity instruments ( a ) ( b )；metric=trading liabilities 2013 debt and equity instruments ( a ) ( b )；period=2010；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
FinQA,train,DISH/2008/page_120.pdf-1,FinQA:DISH/2008/page_120.pdf-1,what percentage of total assets acquired where comprised of goodwill?,r3c1,subject=other noncurrent assets ( 1 )；metric=other noncurrent assets ( 1 )；period=final purchase price allocation ( in thousands )；unit=；scope=FinQA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {assets}
FinQA,train,PPG/2013/page_54.pdf-1,FinQA:PPG/2013/page_54.pdf-1,what is the average increase in the balance of unrecognized tax benefits from 2011 to 2013?,r7c2,subject=settlements；metric=settlements；period=2012；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
FinQA,train,IP/2005/page_32.pdf-1,FinQA:IP/2005/page_32.pdf-1,what percentage of capital spending from continuing operations was from the printing papers segment in 2005?,r5c2,subject=forest products；metric=forest products；period=2004；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
TAT-QA,train,fd8692c9-a0e8-4331-a250-7ffe56924439,TAT-QA:fd8692c9-a0e8-4331-a250-7ffe56924439,What is the maximum estimated future payouts under the 2019 NEO plan for Barry Litwin and Thomas Clark?,r1c4,subject=；metric=；period=；unit=；scope=TAT-QA,0,1,"与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期；元数据缺字段：subject, metric, period"
TAT-QA,train,e659be0d-5b27-416d-af21-247b44030d76,TAT-QA:e659be0d-5b27-416d-af21-247b44030d76,What was the expected life (in years) for 2019?,r1c1,subject=；metric=；period=；unit=；scope=TAT-QA,0,1,"与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期；元数据缺字段：subject, metric, period"
TAT-QA,train,0d024079-70bd-4818-a482-6cf417439055,TAT-QA:0d024079-70bd-4818-a482-6cf417439055,In which year was the percentage of industrial solutions the lowest in?,r1c1,subject=；metric=；period=；unit=；scope=TAT-QA,0,1,"与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期；元数据缺字段：subject, metric, period"
TAT-QA,train,f38c0657-8aec-4603-8941-90571fcb8500,TAT-QA:f38c0657-8aec-4603-8941-90571fcb8500,What are the years included in the table?,r8c1,subject=Operating profit before exceptional item；metric=Operating profit before exceptional item；period=；unit=；scope=TAT-QA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期；元数据缺字段：period
TAT-QA,train,bf654ee6-5db0-428c-9ccf-911c6eb61bef,TAT-QA:bf654ee6-5db0-428c-9ccf-911c6eb61bef,"What is the total liabilities for all levels as of December 31, 2018?",r12c1,"subject=December 31, 2018；metric=December 31, 2018；period=；unit=；scope=TAT-QA",0,1,"与官方 gold 一致；claim 与 fact 词元重合 {2018, 31, december}；元数据缺字段：period"
TAT-QA,train,061794d8-895f-4f38-ba0a-9315e571c6bf,TAT-QA:061794d8-895f-4f38-ba0a-9315e571c6bf,In which year is the percentage of net revenue the lowest?,r3c1,subject=Net revenue；metric=Net revenue；period=；unit=；scope=TAT-QA,0,1,"与官方 gold 一致；claim 与 fact 词元重合 {net, revenue}；元数据缺字段：period"
TAT-QA,train,6b781893-49ae-4030-b80d-eebc60d4c04d,TAT-QA:6b781893-49ae-4030-b80d-eebc60d4c04d,How much is the 2018 debt securities?,r4c1,subject=Debt securities2；metric=Debt securities2；period=2019；unit=；scope=TAT-QA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {debt}
TAT-QA,train,84bfc711-4391-4ad5-aeb1-6a9e8808e316,TAT-QA:84bfc711-4391-4ad5-aeb1-6a9e8808e316,What were the total assets in 2019?,r1c4,subject=；metric=；period=；unit=；scope=TAT-QA,0,0,"冲突：同一 fact_id r1c4 在同组内也被标为正例；元数据缺字段：subject, metric, period"
TAT-QA,train,e0689072-72ba-4979-962a-bb128539defb,TAT-QA:e0689072-72ba-4979-962a-bb128539defb,What is the EPRA NAV in 2018?,r11c1,subject=EPRA NAV；metric=EPRA NAV；period=Notes；unit=million；scope=TAT-QA,0,1,"与官方 gold 一致；claim 与 fact 词元重合 {epra, nav}"
TAT-QA,train,27f38a5f-25ad-4dab-9ba4-c34ed1e7b462,TAT-QA:27f38a5f-25ad-4dab-9ba4-c34ed1e7b462,"What is the Statutory U.S. Federal tax for 2019, 2018 and 2017 respectively?",r2c1,"subject=Differences due to:；metric=Differences due to:；period=December 27, 2019 ；unit=；scope=TAT-QA",0,1,与官方 gold 一致；claim 与 fact 词元重合 {2019}
TAT-QA,train,e45b43f0-d568-478b-80c0-8098a4ffdf48,TAT-QA:e45b43f0-d568-478b-80c0-8098a4ffdf48,What was the operating income as reported?,r6c1,subject=Income tax expense；metric=Income tax expense；period=Fiscal Year Ended；unit=；scope=TAT-QA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {income}
TAT-QA,train,ba89db40-c647-47b0-ba10-348477da8820,TAT-QA:ba89db40-c647-47b0-ba10-348477da8820,"In which year was cash and restricted cash less than 400,000 million?",r3c1,"subject=Cash and restricted cash；metric=Cash and restricted cash；period=As at December 31,；unit=；scope=TAT-QA",0,1,"与官方 gold 一致；claim 与 fact 词元重合 {cash, restricted}"
TAT-QA,train,1f6dd6b6-9a7a-43b0-95a2-57940c36af47,TAT-QA:1f6dd6b6-9a7a-43b0-95a2-57940c36af47,What was the Revolving credit facility in 2019?,r4c1,"subject=5.750% Senior Notes, due August 2026；metric=5.750% Senior Notes, due August 2026；period=December 31,；unit=thousand；scope=TAT-QA",0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
TAT-QA,train,59ee6792-ddc9-4963-a2bd-cd15e6a13703,TAT-QA:59ee6792-ddc9-4963-a2bd-cd15e6a13703,What was the Repairs and maintenance costs in 2019?,r9c3,"subject=Income tax payments (refunds), net；metric=Income tax payments (refunds), net；period=；unit=million；scope=TAT-QA",0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期；元数据缺字段：period
TAT-QA,train,cddd1b02-e083-46c5-b8e4-dbfae0965e6e,TAT-QA:cddd1b02-e083-46c5-b8e4-dbfae0965e6e,What was the total amortized cost of corporate bonds?,r8c2,subject=Corporate bonds；metric=Corporate bonds；period=Unrealized Gains；unit=；scope=TAT-QA,0,1,"与官方 gold 一致；claim 与 fact 词元重合 {bonds, corporate}"
TAT-QA,train,e0318fa5-348a-4a8e-aa74-b99dc017cac3,TAT-QA:e0318fa5-348a-4a8e-aa74-b99dc017cac3,What is the  Translation reserve at the beginning of 2019?,r4c1,subject=Cash flow hedges reserve；metric=Cash flow hedges reserve；period=1st January 2019；unit=million；scope=TAT-QA,0,1,"与官方 gold 一致；claim 与 fact 词元重合 {2019, reserve}"
TAT-QA,train,728b8de8-edab-43d7-bf1c-bc7964a159f8,TAT-QA:728b8de8-edab-43d7-bf1c-bc7964a159f8,What was the net income per basic share in 2018?,r25c2,subject=Total stockholders’ equity .；metric=Total stockholders’ equity .；period=；unit=；scope=TAT-QA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期；元数据缺字段：period
TAT-QA,train,8f49def6-7c9b-4919-be12-b3a461fe3f71,TAT-QA:8f49def6-7c9b-4919-be12-b3a461fe3f71,What are the respective years that Nordic Moon is built and delivered to NAT?,r19c1,subject=Nordic Star；metric=Nordic Star；period=Built in；unit=；scope=TAT-QA,0,1,"与官方 gold 一致；claim 与 fact 词元重合 {built, nordic}"
TAT-QA,train,6ac26af4-8a49-48ae-ad9f-f1cfc5300a4a,TAT-QA:6ac26af4-8a49-48ae-ad9f-f1cfc5300a4a,How much is the 2018 other payables included within non-current liabilities?,r1c2,subject=；metric=；period=2018；unit=；scope=TAT-QA,0,1,"与官方 gold 一致；claim 与 fact 词元重合 {2018}；元数据缺字段：subject, metric"
TAT-QA,train,cbf0aeb3-509c-4859-98e2-8b9037f1aa03,TAT-QA:cbf0aeb3-509c-4859-98e2-8b9037f1aa03,Where was receivables from related parties included in?,r9c3,"subject=Interest expense, net；metric=Interest expense, net；period=Year ended December 31, 2017；unit=；scope=TAT-QA",0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
TAT-QA,train,e8a69aae-7654-4f56-a3e0-3d31a73733cd,TAT-QA:e8a69aae-7654-4f56-a3e0-3d31a73733cd,What are the respective gross profit from operations in 2018 and 2019 respectively?,r12c1,subject=Income (loss) before income taxes；metric=Income (loss) before income taxes；period=；unit=million；scope=TAT-QA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期；元数据缺字段：period
TAT-QA,train,b63bb9a4-feb8-4541-9a23-7f30dfeb7632,TAT-QA:b63bb9a4-feb8-4541-9a23-7f30dfeb7632,What was the total current assets as previously reported?,r5c3,subject=Total assets；metric=Total assets；period=；unit=；scope=TAT-QA,0,1,"与官方 gold 一致；claim 与 fact 词元重合 {assets, total}；元数据缺字段：period"
TAT-QA,train,807f645e-a90c-44a1-858a-17ec90b5900b,TAT-QA:807f645e-a90c-44a1-858a-17ec90b5900b,What was the net loss attributable to Neonode Inc. in 2018 and 2019?,r3c1,"subject=Weighted average number of common shares outstanding；metric=Weighted average number of common shares outstanding；period=Years ended December 31,；unit=；scope=TAT-QA",0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
